judul,text,tanggal,sentimen
"Asing Serbu RI, Surat Utang Pemerintah Terjual Rp104,7 T","asing serbu RI , surat utang pemerintah terjual rp 104.7 t",2024/08/20,positif
"Kabinet Israel Setuju Gencatan Senjata, Harga Minyak Stagnan","kabinet israel setuju gencatan senjata , harga minyak stagnan",2024/11/28,netral
"Kena Pajak 40%, Ini Dia Daftar Artis Pemilik Bisnis Karaoke","kena pajak 40% , ini dia daftar artis pemilik bisnis karaoke",2024/01/20,netral
OJK Buka Suara Dampak Presiden Iran Ebrahim Raisi Tewas Terhadap IHSG,OJK buka suara dampak presiden iran ebrahim raisi tewas terhadap IHSG,2024/05/22,negatif
"Terbaru, Segini Biaya Admin Bulanan BCA, BRI, BNI dan Mandiri","terbaru , segini biaya admin bulanan BCA , BRI , BNI dan mandiri",2024/08/26,netral
"Digugat PKPU, Bukalapak (BUKA) Tegaskan Tak Akan Bayar Pakai Dana IPO","digugat PKPU , bukalapak ( BUKA ) tegaskan tak akan bayar pakai dana IPO",2025/02/05,negatif
"Lawan Ancaman Pinjol-Judol, Bos Asuransi Keluarkan Jurus Sakti Ini","lawan ancaman pinjol-judol , bos asuransi keluarkan jurus sakti ini",2025/03/08,netral
Selebgram Palembang Buron Kasus Investasi Bodong Berhasil Ditangkap,selebgram palembang buron kasus investasi bodong berhasil ditangkap,2024/10/27,negatif
"Bos Pinjol Bangkrut Kabur ke Luar Negeri, OJK Akan Gaet Interpol","bos pinjol bangkrut kabur ke luar negeri , OJK akan gaet interpol",2024/10/22,negatif
"Layanan Investasi Livin Mandiri Bukukan Penjualan Rp25,14 T",layanan investasi livin mandiri bukukan penjualan rp 25.14 t,2024/10/17,positif
Rupiah Siap-siap 'Menggila'! Dolar AS Diramal Bakal di Bawah Rp15.000,rupiah siap-siap menggila ! dolar AS diramal bakal di bawah rp 15.000,2024/09/19,netral
Bos OJK Dorong Pelaku Asuransi Sukseskan Program 3 Juta Rumah Prabowo,bos OJK dorong pelaku asuransi sukseskan program 3 juta rumah prabowo,2025/01/14,positif
"Setelah Jual Tokopedia, GOTO Lepas Bisnis Logistik Senilai Rp 14,7 M","setelah jual tokopedia , GOTO lepas bisnis logistik senilai rp 14.7 m",2024/05/10,netral
"Prabowo: Orang Kecil Main Saham Pasti Kalah, Bandar yang Menang","prabowo : orang kecil main saham pasti kalah , bandar yang menang",2024/12/04,netral
Bos BRI (BBRI) Blak-Blakan Soal Dividen 5 Tahun ke Depan,bos BRI ( BBRI ) blak-blakan soal dividen 5 tahun ke depan,2024/08/29,netral
"Sudah Ada 14 Bank Bangkrut Tahun 2024, Terbaru di Sidoarjo","sudah ada 14 bank bangkrut tahun 2024 , terbaru di sidoarjo",2024/07/24,negatif
"Masalah Jiwasraya Beres, IFG Tunggu PMN Rp 3,5 T Cair, untuk Apa?","masalah jiwasraya beres , IFG tunggu PMN rp 3.5 t cair , untuk apa ?",2024/03/29,netral
"Pemilik Sriwijaya Air Tersangka Korupsi Timah, Begini Sepak Terjangnya","pemilik sriwijaya air tersangka korupsi timah , begini sepak terjangnya",2024/04/28,negatif
Menteri Ara Klaim Bos AC Ventures Pandu Sjahrir Gabung BPI Danantara,menteri ara klaim bos AC ventures pandu sjahrir gabung BPI danantara,2025/02/11,netral
"Terkuak, Ini Gurita Bisnis Harvey Moeis Tersangka Kasus Korupsi Timah","terkuak , ini gurita bisnis harvey moeis tersangka kasus korupsi timah",2024/04/06,netral
"Cadangan RI Makin Gemuk, Dolar Anjlok ke Rp15.890/US$","cadangan RI makin gemuk , dolar anjlok ke rp 15.890us",2024/08/08,positif
"Bank Raya (AGRO) Cetak Laba Rp33,9 M di Q3, Tumbuh 130,9%","bank raya ( AGRO ) cetak laba rp 33.9 m di Q3 , tumbuh 130.9%",2024/10/24,positif
"Keputusan Pembayaran Obligasi Ditunda, Bursa Lanjut Gembok Saham PPRO","keputusan pembayaran obligasi ditunda , bursa lanjut gembok saham PPRO",2025/01/15,negatif
"BI: Pertumbuhan Kredit Februari 2025 10,3% Yoy",BI : pertumbuhan kredit februari 2025 10.3% yoy,2025/03/19,positif
Pesta Usai! Harga Minyak Mentah Dunia Longsor Nyaris 1%,pesta usai ! harga minyak mentah dunia longsor nyaris 1%,2024/04/09,negatif
"Genjot Bisnis SME, BSI Permudah Akses Pembiayaan Syariah ke UKM","genjot bisnis SME , BSI permudah akses pembiayaan syariah ke UKM",2024/02/21,positif
Saham Batu Bara Kompak Melesat Usai Dolar Dekati Rp 16.000,saham batu bara kompak melesat usai dolar dekati rp 16.000,2024/11/21,positif
"Prabowo: Harga Saham Boleh Naik Turun, Harga Pangan Aman","prabowo : harga saham boleh naik turun , harga pangan aman",2025/03/21,netral
"Warga RI Makin Doyan Jual Beli Kripto, Ini Buktinya","warga RI makin doyan jual beli kripto , ini buktinya",2024/10/01,positif
"Utang Luar Negeri RI Tembus US$ 425,1 M per Agustus 2024",utang luar negeri RI tembus US 425.1 m per agustus 2024,2024/10/14,negatif
"IHSG Merana, Perbankan Jadi Biang Kerok","IHSG merana , perbankan jadi biang kerok",2024/12/12,negatif
"Modal Rp 975.000, Konglomerat India Ini Sekarang Berharta Rp 90 T","modal rp 975.000 , konglomerat india ini sekarang berharta rp 90 t",2024/09/03,netral
OJK Buka Suara Soal Bank Banten Dibobol Karyawan Sendiri Buat Judol,OJK buka suara soal bank banten dibobol karyawan sendiri buat judol,2024/02/07,negatif
"Sikat Penipuan, OJK Bikin Anti Scam Center","sikat penipuan , OJK bikin anti scam center",2024/08/22,positif
"IHSG Langsung Tancap Gas, Balik Ke 7.150-an Lagi","IHSG langsung tancap gas , balik ke 7150-an lagi",2024/12/03,positif
"Kantongi RKAB Sampai 2026, BUMI Targetkan Produksi 80 Juta Ton","kantongi RKAB sampai 2026 , BUMI targetkan produksi 80 juta ton",2024/01/31,netral
"Indonesia Pernah Diterjang Tiga Resesi, Mana yang Terburuk?","indonesia pernah diterjang tiga resesi , mana yang terburuk ?",2025/03/20,netral
"Tok, MK Putuskan Asuransi Tak Bisa Batalkan Klaim Sepihak","tok , MK putuskan asuransi tak bisa batalkan klaim sepihak",2025/01/06,netral
KB Bank Kembali Raih Peringkat AAA dari PEFINDO,KB bank kembali raih peringkat AAA dari pefindo,2024/11/20,positif
"Ternyata, Kemarin Dana Asing Rp 2,5 T Keluar dari Bursa Saham RI","ternyata , kemarin dana asing rp 2.5 t keluar dari bursa saham RI",2025/03/19,negatif
"Saham Konstruksi Terbang, Gara-Gara WIKA Masuk MSCI?","saham konstruksi terbang , gara-gara WIKA masuk MSCI ?",2024/08/13,positif
Muliaman: Danantara Bakal Seperti Gabungan Temasek dan Khazanah,muliaman : danantara bakal seperti gabungan temasek dan khazanah,2024/11/29,netral
"IHSG Stagnan Setelah Jokowi Reshuffle Kabinet, Ini 5 Saham Movers","IHSG stagnan setelah jokowi reshuffle kabinet , ini 5 saham movers",2024/08/19,netral
"Awas Data KTP & Foto Wajah Dicuri, Bisa Buka Rekening Baru Pinjol","awas data KTP foto wajah dicuri , bisa buka rekening baru pinjol",2024/07/21,netral
"Otomotif RI Lesu, Emiten Ini Lirik Pasar Filipina","otomotif RI lesu , emiten ini lirik pasar filipina",2024/10/11,negatif
"90% Timah TINS Diekspor, Ini Negara Tujuannya","90% timah TINS diekspor , ini negara tujuannya",2024/09/10,netral
Alasan BI Gratiskan Biaya QRIS Pedagang untuk Transaksi Rp 500 Ribu,alasan BI gratiskan biaya QRIS pedagang untuk transaksi rp 500 ribu,2024/10/17,netral
"2025, Ekspor UMKM BRI (BBRI) Ditarget Rp 1,5 T","2025 , ekspor UMKM BRI ( BBRI ) ditarget rp 1.5 t",2025/01/30,positif
"Mengenal Unusual Market Activity (UMA) di Saham, Investor Harus Apa?","mengenal unusual market activity ( UMA ) di saham , investor harus apa ?",2024/01/25,netral
"Jelang Rilis Laba 2024, Saham BNI (BBNI) Naik Makin Tinggi","jelang rilis laba 2024 , saham BNI ( BBNI ) naik makin tinggi",2025/01/22,positif
"Gara-gara Cadangan Minyak AS Naik, Harga Minyak Mulai Koreksi!","gara-gara cadangan minyak AS naik , harga minyak mulai koreksi !",2024/11/06,negatif
OJK Akan Adopsi Aturan Pengawasan Kripto dari Bappebti,OJK akan adopsi aturan pengawasan kripto dari bappebti,2024/09/06,netral
Jimmy Halim Tinggalkan Kursi Komisaris Wir Asia (WIRG),jimmy halim tinggalkan kursi komisaris wir asia ( WIRG ),2024/10/23,netral
Hapus Tagih Kredit Macet UMKM Perlu Aturan Turunan dari OJK,hapus tagih kredit macet UMKM perlu aturan turunan dari OJK,2024/11/20,netral
Fitur Baru Bank Kustodian BRI Tawarkan Multi-share Class,fitur baru bank kustodian BRI tawarkan multi-share class,2024/11/12,positif
"Premi Asuransi RI Tembus Rp 320,88 T, Umum Naik, Jiwa Turun","premi asuransi RI tembus rp 320.88 T , umum naik , jiwa turun",2024/02/20,netral
"Alert! Pasar Kripto Ambruk, Bitcoin Hingga Ethereum Merah Merona","alert ! pasar kripto ambruk , bitcoin hingga ethereum merah merona",2025/02/03,negatif
"IHSG Terkapar ke 6.800-an, Analis Tunjuk Donald Trump","IHSG terkapar ke 6800-an , analis tunjuk donald trump",2025/02/06,negatif
"Senyap, Diam-Diam GOTO Sudah Buyback Saham Rp191,25 M","senyap , diam-diam GOTO sudah buyback saham rp 191.25 m",2024/07/11,positif
Sektor Teknologi dan Infrastruktur Jadi Biang Kerok Koreksi IHSG,sektor teknologi dan infrastruktur jadi biang kerok koreksi IHSG,2024/07/24,negatif
Transfer Aset Infrastruktur Telkom ke Anak Usaha Beres Tahun Depan,transfer aset infrastruktur telkom ke anak usaha beres tahun depan,2024/08/26,netral
"Sandra Dewi Bungkam Usai Diperiksa 10,5 Jam Sebagai Saksi Kasus Timah",sandra dewi bungkam usai diperiksa 10.5 jam sebagai saksi kasus timah,2024/05/15,netral
"Daftar Harta Kekayaan 8 Presiden RI, Siapa Terkaya & Termiskin?","daftar harta kekayaan 8 presiden RI , siapa terkaya termiskin ?",2024/11/25,netral
"Petani Jawa Gali Sawah Temukan 16 Kg Emas, Auto Kaya Raya","petani jawa gali sawah temukan 16 kg emas , auto kaya raya",2025/02/15,netral
"Saham Apple dan Nvidia Menguat, Nasdaq dan S&P Dibuka Hijau","saham apple dan nvidia menguat , nasdaq dan SP dibuka hijau",2024/01/18,positif
"Massad Boulos, Miliarder Arab yang Bantu Kemenangan Trump di AS","massad boulos , miliarder arab yang bantu kemenangan trump di AS",2024/11/08,netral
IHSG Anjlok 5%! Bursa Hentikan Sementara Perdagangan Saham,IHSG anjlok 5% ! bursa hentikan sementara perdagangan saham,2025/03/18,negatif
Kisah Bill Ackman Cuan Hampir 10.000% Sebulan Selama Krisis Covid-19,kisah bill ackman cuan hampir 10.000% sebulan selama krisis covid-19,2024/08/27,netral
Konglomerat Warren Buffet Pilih Tinggal di Rumah Sederhana Ini,konglomerat warren buffet pilih tinggal di rumah sederhana ini,2025/02/16,netral
OJK Terbitkan Aturan Perluasan Usaha Perbankan,OJK terbitkan aturan perluasan usaha perbankan,2025/01/09,positif
OJK Pede RI Bakal Pimpin Perdagangan Karbon Dunia,OJK pede RI bakal pimpin perdagangan karbon dunia,2025/02/25,positif
"Masa Jabatan Sisa 2 Bulan, Segini Uang Pensiun Presiden Jokoi","masa jabatan sisa 2 bulan , segini uang pensiun presiden jokoi",2024/08/24,netral
Canda Prabowo Saat Pidato: Bahlil & Rosan Tak Hadir Tolong Catat,canda prabowo saat pidato : bahlil rosan tak hadir tolong catat,2024/10/09,netral
Jokowi Kena 2 'Tamparan' Bertubi-tubi Jelang Akhir Masa Jabatan,jokowi kena 2 tamparan bertubi-tubi jelang akhir masa jabatan,2024/09/14,negatif
"Rupiah Menguat Jelang RDG BI, Dolar Turun Tipis ke Rp 16.380","rupiah menguat jelang RDG BI , dolar turun tipis ke rp 16.380",2025/03/18,positif
"BRIS Melejit Lagi, Market Cap Salip BRPT GOTO DCII","BRIS melejit lagi , market cap salip BRPT GOTO DCII",2024/01/29,positif
"Punya Harta Rp140 Triliun, Konglomerat Ini Rela Hidup Miskin","punya harta rp 140 triliun , konglomerat ini rela hidup miskin",2024/10/13,netral
"IHSG Naik Tipis, 5 Saham Ini Jadi Penyelamatnya","IHSG naik tipis , 5 saham ini jadi penyelamatnya",2024/07/29,positif
"OJK Cabut Izin Usaha BPS EDCCash, Ini Kronologinya","OJK cabut izin usaha BPS edccash , ini kronologinya",2024/02/27,negatif
"Pelanggan Netflix Tembus Rekor, Wall Street Berjalan di Zona Hijau","pelanggan netflix tembus rekor , wall street berjalan di zona hijau",2024/01/24,positif
IHSG Happy Weekend Ditopang Kinerja Emiten Big Cap,IHSG happy weekend ditopang kinerja emiten big cap,2025/01/17,positif
"BI Ungkap Fenomena ATM Ditinggal Warga RI, Ramai Pindah ke Sini","BI ungkap fenomena ATM ditinggal warga RI , ramai pindah ke sini",2024/12/18,netral
"Isu Muhammadiyah Mau Tarik Dana dari BSI, OJK Bilang Gini","isu muhammadiyah mau tarik dana dari BSI , OJK bilang gini",2024/06/10,netral
"Habibie Pernah Bikin Dolar Rp 16.800 Jadi Rp 6.550, Begini Jurusnya","habibie pernah bikin dolar rp 16.800 jadi rp 6.550 , begini jurusnya",2024/07/07,netral
OJK Ingin Perbankan Segera Implementasi Hapus Utang Macet UMKM,OJK ingin perbankan segera implementasi hapus utang macet UMKM,2024/11/25,positif
Erick Thohir Sebut Ada Opsi 7 BUMN Karya Merger Jadi 1 Perusahaan,erick thohir sebut ada opsi 7 BUMN karya merger jadi 1 perusahaan,2025/02/13,netral
"Lo Kheng Hong Sebut Kebiasaan Warga RI Ini Bikin Miskin, Apa Itu?","lo kheng hong sebut kebiasaan warga RI ini bikin miskin , apa itu ?",2024/01/27,netral
"Dorong Pertumbuhan DPK, Bank Mega Syariah Bagi-Bagi Hyundai Ioniq","dorong pertumbuhan DPK , bank mega syariah bagi-bagi hyundai ioniq",2025/02/14,positif
"Banyak Bank Bangkrut di RI Gegara Fraud, LPS Ungkap Modusnya","banyak bank bangkrut di RI gegara fraud , LPS ungkap modusnya",2024/12/17,negatif
"Tukang Becak Dapat Uang Rp 50 Miliar Semalam, Mendadak Jadi Miliarder","tukang becak dapat uang rp 50 miliar semalam , mendadak jadi miliarder",2025/03/30,netral
BNI Buka Suara Soal Status Pailit Sritex,BNI buka suara soal status pailit sritex,2024/12/21,netral
"Jokowi Ngamuk Tabungan Tak Diputar Bank, Ini Datanya!","jokowi ngamuk tabungan tak diputar bank , ini datanya !",2024/02/01,negatif
"Breaking! Rupiah Ambruk 0,5%, Dolar Sentuh Rp 15.175","breaking ! rupiah ambruk 0.5% , dolar sentuh rp 15.175",2024/09/26,negatif
"BI Tahan Suku Bunga, Dolar Stagnan di Rp 15.990","BI tahan suku bunga , dolar stagnan di rp 15.990",2024/05/22,netral
"Rupiah Anjlok Terburuk Sepanjang Sejarah, Lewati Krisis 98 & Covid","rupiah anjlok terburuk sepanjang sejarah , lewati krisis 98 covid",2025/02/28,negatif
"Tak Mau Disebut Pinjol, Asosiasi Fintech Mau Godok Nama Baru","tak mau disebut pinjol , asosiasi fintech mau godok nama baru",2024/07/23,netral
"Kisah Runtuhnya Bisnis Astra, Ada Cerita Soeharto di Baliknya","kisah runtuhnya bisnis astra , ada cerita soeharto di baliknya",2024/09/27,netral
"Bursa Asia Pesta Pora, Kompak Catat Penguatan di Awal Perdagangan","bursa asia pesta pora , kompak catat penguatan di awal perdagangan",2024/07/11,positif
"Sudah Digembok 5 Tahun, BEI Ancam Tendang Eureka Prima Jakarta (LCGP)","sudah digembok 5 tahun , BEI ancam tendang eureka prima jakarta ( LCGP )",2024/05/03,negatif
"Jokowi Happy Kredit Mekaar di Sulsel Tembus Rp 6,8 Triliun",jokowi happy kredit mekaar di sulsel tembus rp 6.8 triliun,2024/02/22,positif
"Penawaran SBN ORI026 Dimulai Hari Ini, Kuponnya Hingga 6,4%","penawaran SBN ORI026 dimulai hari ini , kuponnya hingga 6.4%",2024/09/30,netral
Lo Kheng Hong Bongkar Rahasia Mudah Jadi Kaya dari Saham,lo kheng hong bongkar rahasia mudah jadi kaya dari saham,2024/03/10,netral
OJK Buka Suara Soal Mardiasmo Jadi Komisaris Utama Bank Muamalat,OJK buka suara soal mardiasmo jadi komisaris utama bank muamalat,2024/03/26,netral
"32 Sekuritas Rekomendasikan Buy Saham BNI (BBNI), Ini Alasannya","32 sekuritas rekomendasikan buy saham BNI ( bbni ) , ini alasannya",2024/09/09,positif
"Pendapatan Turun, Laba Semen Indonesia (SMGR) Susut 42% Jadi Rp 501 M","pendapatan turun , laba semen indonesia ( SMGR ) susut 42% jadi rp 501 m",2024/08/01,negatif
"Presiden El Salvador Pamer Cuan Bitcoin Rp 5,29 T, Elon Musk Komen Ini","presiden el salvador pamer cuan bitcoin rp 5.29 T , elon musk komen ini",2024/12/05,netral
Asing Ketahuan Banyak Jual Saham Ini Saat IHSG Melesat,asing ketahuan banyak jual saham ini saat IHSG melesat,2025/01/16,negatif
"IHSG Balik Ke 6.900-an Lagi, Saham AMMN Jadi Penopang","IHSG balik ke 6900-an lagi , saham AMMN jadi penopang",2024/06/26,positif
Intel Bakal PHK 17.500 Karyawan dan Hentikan Dividen,intel bakal PHK 17.500 karyawan dan hentikan dividen,2024/08/02,negatif
"BCA Finance dan BCA Multi Finance Resmi Merger, Ini Nasib Nasabahnya","BCA finance dan BCA multi finance resmi merger , ini nasib nasabahnya",2024/09/03,netral
"IHSG Balik Loyo, 5 Saham Ini yang Jadi Bebannya","IHSG balik loyo , 5 saham ini yang jadi bebannya",2024/08/02,negatif
"Jelang Pelantikan, Valuasi Koin Kripto Trump Sentuh Rp 229 T","jelang pelantikan , valuasi koin kripto trump sentuh rp 229 t",2025/01/20,netral
"Kisah Axton Salim, Calon Jurnalis Foto Banting Setir Jadi Bos Indomie","kisah axton salim , calon jurnalis foto banting setir jadi bos indomie",2025/02/09,netral
Cadangan Batu Bara Bukit Asam (PTBA) Cukup Untuk 100 Tahun,cadangan batu bara bukit asam ( PTBA ) cukup untuk 100 tahun,2024/08/27,netral
OJK Ungkap Akan Ada Lebih dari 20 Bank Tutup di RI Tahun 2024,OJK ungkap akan ada lebih dari 20 bank tutup di RI tahun 2024,2024/10/14,negatif
"Tukang Becak Mendadak Jadi Kaya Raya, Dapat Rp 50 Miliar Semalam","tukang becak mendadak jadi kaya raya , dapat rp 50 miliar semalam",2024/11/03,netral
"Kejagung Geledah Rumah Budi Said di Surabaya, Temukan Logam Mulia","kejagung geledah rumah budi said di surabaya , temukan logam mulia",2024/01/18,negatif
"Simak Aturan Lengkap Penghapusan Utang UMKM, Petani Hingga Nelayan","simak aturan lengkap penghapusan utang UMKM , petani hingga nelayan",2024/11/12,netral
"Danantara Bakal Kelola Seluruh Aset, Begini Respons 4 Perusahaan BUMN","danantara bakal kelola seluruh aset , begini respons 4 perusahaan BUMN",2025/02/25,netral
"Fundamental Kuat Bikin Investor Membludak, BBRI Saham Milik Rakyat","fundamental kuat bikin investor membludak , BBRI saham milik rakyat",2024/06/16,positif
"Terbaru, 5 Saham RI Ini Masuk MSCI Small Cap Index","terbaru , 5 saham RI ini masuk MSCI small cap index",2024/08/13,netral
"Fokus Menanti Inflasi AS, Nasdaq - S&P 500 Dibuka Hijau!","fokus menanti inflasi AS , nasdaq - SP 500 dibuka hijau !",2024/09/10,positif
"Bayar UKT ITB Pakai P2P Lending, Ini yang Dikhawatirkan OJK","bayar UKT ITB pakai P2P lending , ini yang dikhawatirkan OJK",2024/02/01,negatif
"Profil Kuswiyoto, Komut Bank Mandiri yang Gantikan Chatib Basri","profil kuswiyoto , komut bank mandiri yang gantikan chatib basri",2025/03/25,netral
Pendiri dan Tiga Direksi Erajaya (ERAA) Mengundurkan Diri,pendiri dan tiga direksi erajaya ( ERAA ) mengundurkan diri,2025/02/04,negatif
"Sandra Dewi Dicecar Hakim Punya Deposito Rp33 Miliar, Ini Jawabannya","sandra dewi dicecar hakim punya deposito rp 33 miliar , ini jawabannya",2024/10/10,netral
"Suku Bunga Acuan Turun, Perbankan Masih Was-Was Dengan Kondisi Ini","suku bunga acuan turun , perbankan masih was-was dengan kondisi ini",2024/10/10,netral
"IHSG Balik ke 7.700, Asing Malah Lepas INKP, ADRO, hingga GOTO","IHSG balik ke 7.700 , asing malah lepas INKP , ADRO , hingga GOTO",2024/10/21,negatif
Sah! BI Cabut Rupiah Pecahan Rp150.000 & Rp10.000 TE 1999,sah ! BI cabut rupiah pecahan rp 150.000 rp 10.000 TE 1999,2025/02/04,netral
Ketua DPR Komisi XI Misbakhun Buka Suara Soal Danantara,ketua DPR komisi XI misbakhun buka suara soal danantara,2025/03/21,netral
"Cek Kurs Mata Uang Asing Hari Ini: Dolar AS, SGD, Riyal, Yen & Won","cek kurs mata uang asing hari ini : dolar AS , SGD , riyal , yen won",2024/06/21,netral
OJK Gunakan AI Untuk Cegah Risiko Fraud,OJK gunakan AI untuk cegah risiko fraud,2024/10/01,netral
"Soal Danantara, Ini Jawaban Lugas Menteri BUMN Erick Thohir","soal danantara , ini jawaban lugas menteri BUMN erick thohir",2024/11/08,netral
"Geber Tabungan Haji, Bank Mega Syariah Berangkatkan 323 Jamaah Umrah","geber tabungan haji , bank mega syariah berangkatkan 323 jamaah umrah",2024/09/04,positif
"Harga Saham RI Diskon Besar, Boy Thohir: It's Time To Buy","harga saham RI diskon besar , boy thohir : its time to buy",2025/03/04,positif
"Cetak Laba Rp 45,36 T, Bos BRI Ungkap Potensi Kinerja di Akhir Tahun!","cetak laba rp 45.36 T , bos BRI ungkap potensi kinerja di akhir tahun !",2024/10/30,positif
"Bos OJK dan BEI Buka Suara Soal IHSG Anjlok, Ini Katanya","bos OJK dan BEI buka suara soal IHSG anjlok , ini katanya",2024/11/07,netral
"Daftar Terbaru Politisi Gerindra Jadi Pejabat BUMN, Total Ada 7 Orang","daftar terbaru politisi gerindra jadi pejabat BUMN , total ada 7 orang",2024/08/26,netral
Sah! 21 Bank Berikan Persetujuan Restrukturisasi ke Waskita Karya,sah ! 21 bank berikan persetujuan restrukturisasi ke waskita karya,2024/09/06,positif
