judul,text,tanggal,sentimen
4 Taipan Terkaya RI Hadiri Upacara Kemerdekaan Perdana di IKN,4 taipan terkaya RI hadiri upacara kemerdekaan perdana di IKN,2024/08/17,netral
"Aturan Terbaru Saldo Minimal Rekening BCA, BRI, BNI, Bank Mandiri","aturan terbaru saldo minimal rekening BCA , BRI , BNI , bank mandiri",2024/08/18,netral
"Laba Saudi Aramco Anjlok, 'Hanya' Raup Rp1,75 Kuadriliun di 2024","laba saudi aramco anjlok , hanya raup rp 1.75 kuadriliun di 2024",2025/03/04,negatif
"Jika Jiwasraya Dibubarkan, Aset Saham Bakal Dijual?","jika jiwasraya dibubarkan , aset saham bakal dijual ?",2024/01/02,negatif
"Ramalan Chatib Basri, The Fed Makin Sulit Pangkas Suku Bunga","ramalan chatib basri , the fed makin sulit pangkas suku bunga",2025/02/18,netral
"Krisis Properti China Makan Korban Baru, Bank Raksasa Inggris Boncos","krisis properti china makan korban baru , bank raksasa inggris boncos",2024/10/23,negatif
Bos Bursa Buka Suara Soal Gembok Saham Solusi Bangun Indonesia (SMCB),bos bursa buka suara soal gembok saham solusi bangun indonesia ( SMCB ),2025/02/03,netral
"Bank Jatim Buka Suara Soal Dugaan Manipulasi Kredit Rp 569,42 Miliar",bank jatim buka suara soal dugaan manipulasi kredit rp 569.42 miliar,2025/02/24,netral
"Anak Usaha Pailit, Ini Kerugian Indofarma Kehilangan IGM","anak usaha pailit , ini kerugian indofarma kehilangan IGM",2025/02/14,negatif
"Kartu ATM Tertelan Jangan Panik, Begini Cara Mengurusnya","kartu ATM tertelan jangan panik , begini cara mengurusnya",2024/11/30,netral
"Target OJK 2024: Kredit Bank Tumbuh 9%-11%, DPK 6%-8%","target OJK 2024 : kredit bank tumbuh 9%-11% , DPK 6%-8%",2024/02/20,positif
"Setelah Bertemu Konglomerat Soal IHSG, Ini Kata OJK","setelah bertemu konglomerat soal IHSG , ini kata OJK",2025/03/04,netral
"Emiten Tambang Prajogo (PTRO) Stock Split 1:10, Ini Alasannya","emiten tambang prajogo ( PTRO ) stock split 1:10 , ini alasannya",2024/11/07,positif
Asing Gencar Borong 10 Saham Ini Kala IHSG Rebound,asing gencar borong 10 saham ini kala IHSG rebound,2025/02/17,positif
"BEI Beri Sinyal Kode Broker Bakal Kembali Dibuka, Tapi...","BEI beri sinyal kode broker bakal kembali dibuka , tapi . . .",2025/03/04,netral
"IHSG Dibuka Longsor 0,66%, The Fed Effect Pudar?","IHSG dibuka longsor 0.66% , the fed effect pudar ?",2024/08/02,negatif
"Kementerian BUMN Sudah Setor Dividen Rp 20,5 Triliun ke Kas Negara",kementerian BUMN sudah setor dividen rp 20.5 triliun ke kas negara,2025/02/13,positif
"IHSG Balik Arah Jadi Hijau, Saham-Saham BUMN Ini Jadi Penyelamat","IHSG balik arah jadi hijau , saham-saham BUMN ini jadi penyelamat",2024/07/17,positif
"BTC Tak Sanggup Tembus US$ 66.000, Pasar Kripto Lanjut Turun","BTC tak sanggup tembus US 66.000 , pasar kripto lanjut turun",2024/07/25,negatif
"Wall Street Dibuka Merah, Apa yang Ditunggu Investor?","wall street dibuka merah , apa yang ditunggu investor ?",2024/06/26,negatif
"Harga Saham Terbang, BEI Suspensi Dua Emiten Hary Tanoe","harga saham terbang , BEI suspensi dua emiten hary tanoe",2024/08/20,negatif
"Belum Tutup Tahun, Penyaluran KUR 2024 Tembus Target Rp 280 Triliun","belum tutup tahun , penyaluran KUR 2024 tembus target rp 280 triliun",2024/12/24,positif
"Kejar Deadline, OJK Akan Awasi Kripto Mulai 12 Januari 2025","kejar deadline , OJK akan awasi kripto mulai 12 januari 2025",2024/11/19,netral
"Sentimen Pasar Belum Membaik, IHSG Loyo Ke 7.480-an","sentimen pasar belum membaik , IHSG loyo ke 7480-an",2024/10/10,negatif
"Ketakutan Jokowi di Akhir Jabatan Terbukti, Bankir Teriak Likuiditas","ketakutan jokowi di akhir jabatan terbukti , bankir teriak likuiditas",2024/05/19,negatif
"Pasar Kripto Memerah, tapi Koin Ini Justru Menguat","pasar kripto memerah , tapi koin ini justru menguat",2025/02/12,positif
"Setelah Diprotes Keras Ritel, MUI Sebut Transaksi FCA Haram","setelah diprotes keras ritel , MUI sebut transaksi FCA haram",2024/06/20,netral
Daftar 5 Negara yang Siap Jadi Investor Program 3 Juta Rumah Prabowo,daftar 5 negara yang siap jadi investor program 3 juta rumah prabowo,2025/01/31,netral
Nih! Analisa 5 Ekonom Top RI Soal BI Rate Dipangkas Jadi 6%,nih ! analisa 5 ekonom top RI soal BI rate dipangkas jadi 6%,2024/09/19,netral
"Tiga Hari Koreksi, Harga Minyak Mentah Hari Ini Rebound","tiga hari koreksi , harga minyak mentah hari ini rebound",2024/08/06,positif
"Waktu Habis, Emiten Tak Penuhi Free Float 7,5% Dibuka Bursa","waktu habis , emiten tak penuhi free float 7.5% dibuka bursa",2024/01/02,negatif
"Dolar Rp16.200, Senjata Sakti BI Meluncur Lindungi Rupiah","dolar rp 16.200 , senjata sakti BI meluncur lindungi rupiah",2024/04/17,positif
"Heboh Tapera, Ini Daftar 4 Mega Korupsi Dana Kelolaan & Kerugiannya","heboh tapera , ini daftar 4 mega korupsi dana kelolaan kerugiannya",2024/05/31,netral
"Melantai di BEI, UNTD Kian Optimis Raih Pertumbuhan Bisnis","melantai di BEI , UNTD kian optimis raih pertumbuhan bisnis",2024/02/07,positif
"Sritex (SRIL) Punya Utang di Bank Rp12,66 T, BCA-Danamon Buka Suara","sritex ( SRIL ) punya utang di bank rp 12.66T , bca-danamon buka suara",2024/10/29,netral
Bursa Wall Street Dibuka Variatif Usai China Terapkan Tarif Impor,bursa wall street dibuka variatif usai china terapkan tarif impor,2025/02/04,netral
Perbankan RI Blokir 8.500 Rekening Terafiliasi Judol Selama 2024,perbankan RI blokir 8.500 rekening terafiliasi judol selama 2024,2024/12/31,negatif
"Efek Ramadan, Penjualan Emiten Bir (MLBI) Jeblok 10,69%","efek ramadan , penjualan emiten bir ( MLBI ) jeblok 10.69%",2024/04/29,negatif
Likuiditas Jadi Momok! Bank Mandiri Banting Setir Pakai Strategi Ini,likuiditas jadi momok ! bank mandiri banting setir pakai strategi ini,2025/02/11,netral
"BUMN Ini Dilirik Aguan, ""Lamaran"" Agung Sedayu Sudah Masuk","BUMN ini dilirik aguan , "" lamaran "" agung sedayu sudah masuk",2024/09/28,netral
"Trump Picu Ketidakpastian, Dolar Dibuka Naik ke Rp16.590","trump picu ketidakpastian , dolar dibuka naik ke rp 16.590",2025/03/27,negatif
"Rakyat Menderita, Raja Terkaya RI Rela Bagi-bagi Uang Rp 20 Miliar","rakyat menderita , raja terkaya RI rela bagi-bagi uang rp 20 miliar",2025/02/06,netral
Ini Tips Paling Jitu Biar Tak Berurusan dengan Debt Collector,ini tips paling jitu biar tak berurusan dengan debt collector,2024/06/02,netral
OJK Beri Pesan ke Bank & LPEI Soal Dukungan Kebijakan DHE SDA,OJK beri pesan ke bank LPEI soal dukungan kebijakan DHE SDA,2025/03/05,netral
"Rupiah Dibuka Melemah Lagi, Dolar Kembali Sentuh Level Rp15.500!","rupiah dibuka melemah lagi , dolar kembali sentuh level rp 15.500!",2024/08/22,negatif
"Inflasi AS Bikin Rupiah Senyum, Dolar Turun ke Rp15.390","inflasi AS bikin rupiah senyum , dolar turun ke rp 15.390",2024/09/12,positif
Ini Strategi OJK Berantas Fraud di Sektor Jasa Keuangan,ini strategi OJK berantas fraud di sektor jasa keuangan,2025/02/11,netral
"IHSG Pesta Pora, Asing Berbondong-Bondong Beli Saham BMRI hingga BBRI","IHSG pesta pora , asing berbondong-bondong beli saham BMRI hingga BBRI",2024/08/15,positif
"Menanti Data Inflasi, Rupiah Masih Potensi Volatil!","menanti data inflasi , rupiah masih potensi volatil !",2024/12/02,negatif
"Terungkap, Ramalan Ini yang Bikin Warren Buffett Timbun Duit Rp4.384 T","terungkap , ramalan ini yang bikin warren buffett timbun duit rp 4.384 t",2024/08/13,netral
Pengusaha Teriak Pusing! Minta Dolar Balik Lagi ke Rp15.000,pengusaha teriak pusing ! minta dolar balik lagi ke rp 15.000,2024/07/16,negatif
Mantap! Waskita Karya (WSKT) Kebut Pengerjaan 7 Proyek di IKN,mantap ! waskita karya ( WSKT ) kebut pengerjaan 7 proyek di IKN,2024/04/04,positif
"Sri Mulyani Tarik Utang Samurai Rp20,8 T, Segini Bunganya","sri mulyani tarik utang samurai rp 20.8T , segini bunganya",2024/05/17,netral
"Dipakai Buat Bayar Kuliah, Segini Kredit Macet Danacita","dipakai buat bayar kuliah , segini kredit macet danacita",2024/02/02,netral
Rosan: Pencarian Pengurus Danantara Tidak Mudah,rosan : pencarian pengurus danantara tidak mudah,2025/03/24,netral
"Pulang Kerja Pakai Helikopter! Ini Sosok Caroline Riady, Bos RS Siloam","pulang kerja pakai helikopter ! ini sosok caroline riady , bos RS siloam",2025/02/12,netral
Prabowo: Kita Tidak Perlu Hotel BUMN,prabowo : kita tidak perlu hotel BUMN,2024/03/05,netral
"Wall Street Dibuka Mixed, S&P 500-Nasdaq Masih Merana","wall street dibuka mixed , SP 500-nasdaq masih merana",2024/07/25,negatif
"Daftar 5 Konglomerat Minyak Sawit RI, Sosok No.1 Dulunya Loper Koran","daftar 5 konglomerat minyak sawit RI , sosok no . 1 dulunya loper koran",2025/01/29,netral
"Emiten Ini Mau Aksi Korporasi, Saham Sudah Melesat 145%","emiten ini mau aksi korporasi , saham sudah melesat 145%",2024/10/09,positif
"Tak Gentar Panic Selling, Rupiah Punya Potensi Lanjut Menguat","tak gentar panic selling , rupiah punya potensi lanjut menguat",2024/08/12,positif
"Kejar Target Internet Murah, Surge (WIFI) Bidik Pendanaan Rp2,5 T","kejar target internet murah , surge ( WIFI ) bidik pendanaan rp 2.5 t",2025/03/21,positif
"Nikkei & Kospi Kompak Menguat, IHSG Dapat Angin Segar","nikkei kospi kompak menguat , IHSG dapat angin segar",2024/08/14,positif
"Setelah Jual Tokopedia, GOTO Lepas Bisnis Logistik Senilai Rp 14,7 M","setelah jual tokopedia , GOTO lepas bisnis logistik senilai rp 14.7 m",2024/05/10,netral
Alasan Pekerja Migran RI Pilih Simpan Uang di Livin' by Mandiri,alasan pekerja migran RI pilih simpan uang di livin by mandiri,2024/06/23,netral
Isi Surat Kaleng yang Ungkap Kasus Suap IPO di Bursa Efek Indonesia,isi surat kaleng yang ungkap kasus suap IPO di bursa efek indonesia,2024/08/27,netral
"IHSG Longsor, Asing Net Sell Besar, Saham Ini Banyak Dijual","IHSG longsor , asing net sell besar , saham ini banyak dijual",2024/12/20,negatif
"Pasca Tutup Bisnis E-Commerce, Ini Kabar Penting dari Bukalapak (BUKA)","pasca tutup bisnis e-commerce , ini kabar penting dari bukalapak ( BUKA )",2025/01/13,netral
"Ada Gunung Emas 53 Juta Ton di Kalimantan, Ternyata Cuma..","ada gunung emas 53 juta ton di kalimantan , ternyata cuma . .",2024/10/05,netral
"Setop Operasi 5 Bulan, Toba Pulp (INRU) Ungkap Sebabnya","setop operasi 5 bulan , toba pulp ( INRU ) ungkap sebabnya",2025/01/06,negatif
"Dibanding Bitcoin, Warren Buffett Pilih Investasi Lahan Pertanian","dibanding bitcoin , warren buffett pilih investasi lahan pertanian",2024/07/29,netral
Sandra Dewi Jadi Saksi di Sidang Dugaan Korupsi Timah Harvey Moies,sandra dewi jadi saksi di sidang dugaan korupsi timah harvey moies,2024/10/10,netral
"Asing Lepas Rp1,15 T, Paling Banyak di 10 Saham Ini","asing lepas rp 1.15T , paling banyak di 10 saham ini",2024/11/07,negatif
"Saham Emiten Konglomerat RI Kompak Ambruk, Ada Apa?","saham emiten konglomerat RI kompak ambruk , ada apa ?",2025/03/18,negatif
Kejagung Beberkan Kronologi Keterlibatan Harvey Moeis di Kasus Timah,kejagung beberkan kronologi keterlibatan harvey moeis di kasus timah,2024/03/28,netral
Techno9 (NINE) Diakuisisi Perusahaan Tambang Asal Singapura,techno9 ( NINE ) diakuisisi perusahaan tambang asal singapura,2024/12/23,netral
"Disebut Mulai 2025, Ini Kabar Terbaru Asuransi Wajib Mobil-Motor","disebut mulai 2025 , ini kabar terbaru asuransi wajib mobil-motor",2024/12/30,netral
"3 Investor Kakap Bicara Soal Nasib Proyeknya di IKN, Ternyata Begini","3 investor kakap bicara soal nasib proyeknya di IKN , ternyata begini",2025/02/16,netral
"RI Deflasi 5 Bulan Beruntun, Dolar Merangkak Naik ke Rp 15.195","RI deflasi 5 bulan beruntun , dolar merangkak naik ke rp 15.195",2024/10/01,negatif
"Ramadan Sudah Dekat, Intip Strategi Investasi Ala Nabi Muhammad SAW","ramadan sudah dekat , intip strategi investasi ala nabi muhammad SAW",2025/02/14,netral
5 Konglomerat RI Ini Kaya Raya Berkat Mie Instan,5 konglomerat RI ini kaya raya berkat mie instan,2024/09/26,netral
Emiten Prajogo Pangestu Bangun Pabrik Senilai Rp 15 Triliun,emiten prajogo pangestu bangun pabrik senilai rp 15 triliun,2025/03/19,positif
"Geger Trump Ditembak, Begini Respons Bursa Asia","geger trump ditembak , begini respons bursa asia",2024/07/15,netral
RUU BUMN: Prabowo Modali Danantara Rp 1.000 Triliun,RUU BUMN : prabowo modali danantara rp 1.000 triliun,2025/02/03,netral
Anak Petani ke-13 ini Awalnya Petugas SPBU Lalu Jadi Raja Minyak,anak petani ke-13 ini awalnya petugas SPBU lalu jadi raja minyak,2025/03/11,netral
WIKA Tingkatkan Kolektibilitas Piutang & Pengelolaan Utang,WIKA tingkatkan kolektibilitas piutang pengelolaan utang,2024/11/01,positif
Cerita ACE Hardware Angkat Kaki dari RI Usai Berbisnis 29 Tahun,cerita ACE hardware angkat kaki dari RI usai berbisnis 29 tahun,2024/09/27,netral
Teddy Oetomo Mundur dari Kursi Direktur Bukalapak (BUKA),teddy oetomo mundur dari kursi direktur bukalapak ( BUKA ),2024/10/03,netral
Kisah Crazy Rich Aceh Sumbang 8 Kg Emas Buat Monas Hingga Bangkrut,kisah crazy rich aceh sumbang 8 kg emas buat monas hingga bangkrut,2024/02/11,netral
Direktur Jaya Swarasa Agung (TAYS) Andrew Sanusi Resign,direktur jaya swarasa agung ( TAYS ) andrew sanusi resign,2024/10/08,netral
"Baru 6 Bulan Jadi Dirut Muamalat, Ini Alasan Hery Syafril Dicopot","baru 6 bulan jadi dirut muamalat , ini alasan hery syafril dicopot",2024/12/11,netral
"Jokowi Lantik Wamenkeu Baru, Pasar Respons Begini","jokowi lantik wamenkeu baru , pasar respons begini",2024/07/18,netral
Mungkinkah Dolar AS Tembus Rp17.000? Ini Penjelasan Ekonom,mungkinkah dolar AS tembus rp 17.000 ? ini penjelasan ekonom,2025/03/25,netral
Cek! Ini Prestasi Patrick Walujo saat Pimpin GOTO,cek ! ini prestasi patrick walujo saat pimpin GOTO,2025/01/07,netral
Li Ka Shing Jual Pelabuhan Terusan Panama ke Blackrock,li ka shing jual pelabuhan terusan panama ke blackrock,2025/03/07,netral
IHSG Dibuka Galau Usai Menguat Dua Hari Berturut-turut,IHSG dibuka galau usai menguat dua hari berturut-turut,2025/03/07,negatif
"IHSG Bertahan di 7.300, Ini Saham Paling Cuan dan Boncos di Sesi I","IHSG bertahan di 7.300 , ini saham paling cuan dan boncos di sesi i",2024/07/11,netral
Alasan Erick Thohir Angkat Ifan Seventeen Jadi Dirut PFN,alasan erick thohir angkat ifan seventeen jadi dirut PFN,2025/03/13,netral
Siapa Pemilik Mall of Indonesia? Ini Sosok Raja Properti RI,siapa pemilik mall of indonesia ? ini sosok raja properti RI,2025/01/19,netral
Top! BRI Jadi Satu-Satunya BUMN Penerbit Obligasi Hijau di 2024,top ! BRI jadi satu-satunya BUMN penerbit obligasi hijau di 2024,2025/01/17,positif
"IHSG Ngamuk Naik 1,74% Sehari, Asing Terciduk Borong Saham Ini","IHSG ngamuk naik 1.74% sehari , asing terciduk borong saham ini",2025/02/13,positif
"Gara-gara Trump, BI: Pergerakan Kurs Masih akan Up and Down","gara-gara trump , BI : pergerakan kurs masih akan up and down",2025/03/04,netral
"Pasar Ambruk Gara-Gara The Fed, Investor Perlu Panik?","pasar ambruk gara-gara the fed , investor perlu panik ?",2024/08/05,negatif
"Saham Tesla Ngegas, Wall Street Dibuka Semringah","saham tesla ngegas , wall street dibuka semringah",2024/11/18,positif
"Error Hampir 3 Jam, BCA Mobile dan myBCA Sudah Kembali Normal","error hampir 3 jam , BCA mobile dan mybca sudah kembali normal",2024/06/26,netral
"Kondisi Global Suram, Sri Mulyani Beri Warning untuk Perbankan RI","kondisi global suram , sri mulyani beri warning untuk perbankan RI",2025/01/31,negatif
"6 Multifinance RI Dicaplok Asing, Ada dari Korea Selatan Hingga Jepang","6 multifinance RI dicaplok asing , ada dari korea selatan hingga jepang",2024/10/02,positif
"Sejarah! Uber Cetak Laba 2023 Rp 30 T, Akankah GOTO Menyusul?","sejarah ! uber cetak laba 2023 rp 30 T , akankah GOTO menyusul ?",2024/02/20,positif
"Bunganya Rendah, Ini Cara & Syarat Terbaru Pengajuan KUR BRI","bunganya rendah , ini cara syarat terbaru pengajuan KUR BRI",2024/09/09,netral
"Kredit Perbankan Tokcer, OJK Dinilai Sukses Awasi Industri","kredit perbankan tokcer , OJK dinilai sukses awasi industri",2024/03/04,positif
Diskon 12.12! IHSG Ditutup Koreksi Nyaris 1%,diskon 12.12 ! IHSG ditutup koreksi nyaris 1%,2024/12/12,negatif
"Hidup Tajir di Jakarta, Suami Istri Ketahuan Tilep Rp 87 M Uang Bank","hidup tajir di jakarta , suami istri ketahuan tilep rp 87 m uang bank",2025/01/04,negatif
"Cetak Laba Rp 45,36 T, Bos BRI Ungkap Potensi Kinerja di Akhir Tahun!","cetak laba rp 45.36 T , bos BRI ungkap potensi kinerja di akhir tahun !",2024/10/30,positif
"Data Tenaga Kerja AS Membaik, Harga Minyak Naik Tiga Hari Beruntun!","data tenaga kerja AS membaik , harga minyak naik tiga hari beruntun !",2024/08/09,positif
"Terkuak, Alasan Bank Commonwealth PHK Ribuan Karyawan","terkuak , alasan bank commonwealth PHK ribuan karyawan",2024/07/24,netral
Gegara China & Suriah Harga Minyak Dunia Melejit,gegara china suriah harga minyak dunia melejit,2024/12/09,negatif
"Negara Terindikasi Rugi Rp371,8 M, Kejagung Tanggapi Kasus Indofarma","negara terindikasi rugi rp 371.8M , kejagung tanggapi kasus indofarma",2024/05/22,negatif
Anggota Dewan Pakar AEI Optimis Pasar Modal Bisa Bangkit,anggota dewan pakar AEI optimis pasar modal bisa bangkit,2025/03/21,positif
"Bank Kikis Bisnis Fintech, Ini Buktinya","bank kikis bisnis fintech , ini buktinya",2024/09/02,negatif
IHSG Nyaris Balik Arah ke Zona Merah Dibebani Gerak Saham Ini,IHSG nyaris balik arah ke zona merah dibebani gerak saham ini,2024/09/17,negatif
"Asing Borong 10 Saham Ini di Hari Terburuk IHSG, Ada BMRI & BBNI","asing borong 10 saham ini di hari terburuk IHSG , ada BMRI BBNI",2024/08/06,positif
"Israel Bombardir Gaza, Mesin Uang Orang Terkayanya Populer di RI","israel bombardir gaza , mesin uang orang terkayanya populer di RI",2024/06/29,netral
Regulator Investigasi Bank Raksasa AS Gegara Rekening Nasabah Dibobol,regulator investigasi bank raksasa AS gegara rekening nasabah dibobol,2024/08/12,negatif
"Banyak Masalah, Warga RI Mulai Ogah Taruh Duit di Pinjol","banyak masalah , warga RI mulai ogah taruh duit di pinjol",2024/11/04,negatif
"Raih Kinerja Positif, BRI Dorong Pertumbuhan Berkelanjutan","raih kinerja positif , BRI dorong pertumbuhan berkelanjutan",2024/08/29,positif
"Gempa Megathrust Bakal Landa RI, Asuransi Antisipasi Ini","gempa megathrust bakal landa RI , asuransi antisipasi ini",2024/08/23,netral
"7 Investor Kakap Rajin Borong GOTO, Ada Blackrock & Deutsche Bank","7 investor kakap rajin borong GOTO , ada blackrock deutsche bank",2024/10/09,positif
Ini Alasan Super Apps Bank BUMN Pakai Kata Bahasa Inggris,ini alasan super apps bank BUMN pakai kata bahasa inggris,2024/11/04,netral
Bursa Asia Dibuka Labil Gegara Nantikan Data AS Malam Ini,bursa asia dibuka labil gegara nantikan data AS malam ini,2024/03/12,negatif
"Pasca Rilis Data di AS, Bitcoin Cs Kompak Kebakaran","pasca rilis data di AS , bitcoin cs kompak kebakaran",2025/01/08,negatif
"Sejarah Panjang Sritex, Raksasa Tekstil RI yang Akhirnya Pailit","sejarah panjang sritex , raksasa tekstil RI yang akhirnya pailit",2024/10/24,netral
"Sosok Raja Hotel Dunia, Balas Dendam Usai Terusir dari RI","sosok raja hotel dunia , balas dendam usai terusir dari RI",2024/04/27,netral
Ini Cara Mudah Biar Tidak Dikejar Debt Collector Pinjol,ini cara mudah biar tidak dikejar debt collector pinjol,2025/01/21,netral
"BI Rate Dipangkas, Begini Proyeksi Saham BTN (BBTN)","BI rate dipangkas , begini proyeksi saham BTN ( BBTN )",2024/09/20,netral
BNI (BBNI) Bidik Pertumbuhan Kredit 10-12% Pada 2024,BNI ( BBNI ) bidik pertumbuhan kredit 10-12% pada 2024,2024/10/25,positif
Dirjen Pajak Suryo Utomo Jadi Komisaris Utama BTN (BBTN),dirjen pajak suryo utomo jadi komisaris utama BTN ( BBTN ),2025/03/26,netral
IHSG Melesat Usai Meksiko & Kanada Berhasil 'Menjinakkan' Trump,IHSG melesat usai meksiko kanada berhasil menjinakkan trump,2025/02/04,positif
Jimmy Halim Tinggalkan Kursi Komisaris Wir Asia (WIRG),jimmy halim tinggalkan kursi komisaris wir asia ( WIRG ),2024/10/23,netral
"Ekonomi Sulit, Banyak Warga RI Tak Kuat Bayar Cicilan Motor","ekonomi sulit , banyak warga RI tak kuat bayar cicilan motor",2024/07/29,negatif
"BRI Siapkan Rp 32,8 T untuk Penuhi Kebutuhan Uang Tunai Lebaran",BRI siapkan rp 32.8 t untuk penuhi kebutuhan uang tunai lebaran,2025/03/10,positif
