judul,text,tokens,tanggal,sentimen
"IHSG Ditutup Sumringah, 6 Emiten Ini Jadi Penopang","IHSG ditutup sumringah , 6 emiten ini jadi penopang","['ihsg', 'ditutup', 'sum', '##ring', '##ah', ',', '6', 'emiten', 'ini', 'jadi', 'pen', '##opang']",2024/01/10,positif
"Inflasi AS Kembali Naik, Tapi Wall Street Tetap Dibuka Cerah","inflasi AS kembali naik , tapi wall street tetap dibuka cerah","['inflasi', 'as', 'kembali', 'naik', ',', 'tapi', 'wall', 'street', 'tetap', 'dibuka', 'cerah']",2024/01/11,positif
OJK Ungkap Kelompok Ini Sasaran Legit Pinjol dan Investasi Ilegal,OJK ungkap kelompok ini sasaran legit pinjol dan investasi ilegal,"['ojk', 'ungkap', 'kelompok', 'ini', 'sasaran', 'leg', '##it', 'pinj', '##ol', 'dan', 'investasi', 'ilegal']",2024/01/11,netral
Ganjar: BUMN Tak Boleh Punya Cucu-Cicit!,ganjar : BUMN tak boleh punya cucu-cicit !,"['ganja', '##r', ':', 'bumn', 'tak', 'boleh', 'punya', 'cucu', '-', 'cic', '##it', '!']",2024/01/11,netral
"Inflasi Tembus 65%, Lira Sentuh Level Terendah Lawan Dolar","inflasi tembus 65% , lira sentuh level terendah lawan dolar","['inflasi', 'tembus', '65', '%', ',', 'lir', '##a', 'sentuh', 'level', 'terendah', 'lawan', 'dolar']",2024/01/11,negatif
2 Alasan PKPU Budi Said ke Antam Kurang Tepat,2 alasan PKPU budi said ke antam kurang tepat,"['2', 'alasan', 'pkp', '##u', 'budi', 'said', 'ke', 'antam', 'kurang', 'tepat']",2024/01/11,netral
Bos Total Bangun Persada Borong Saham TOTL,bos total bangun persada borong saham TOTL,"['bos', 'total', 'bangun', 'persada', 'bor', '##ong', 'saham', 'tot', '##l']",2024/01/11,positif
"Wall Street Menghijau Lagi, Bakal Happy Weekend?","wall street menghijau lagi , bakal happy weekend ?","['wall', 'street', 'mengh', '##ij', '##au', 'lagi', ',', 'bakal', 'happy', 'weekend', '?']",2024/01/12,positif
OJK Cabut Izin Futuready Insurance dan Bekukan Sarana Sultra Ventura,OJK cabut izin futuready insurance dan bekukan sarana sultra ventura,"['ojk', 'cabut', 'izin', 'future', '##ady', 'insurance', 'dan', 'beku', '##kan', 'sarana', 'sult', '##ra', 'ventura']",2024/01/12,negatif
Agus Marto Genggam 169.585.462 Saham GOTO,agus marto genggam 169.585.462 saham GOTO,"['agus', 'mart', '##o', 'genggam', '169', '.', '58', '##5', '.', '46', '##2', 'saham', 'got', '##o']",2024/01/12,positif
Wamen BUMN Kasih Tips Ini Agar Pengusaha Kecil Naik Kelas,wamen BUMN kasih tips ini agar pengusaha kecil naik kelas,"['wa', '##men', 'bumn', 'kasih', 'tips', 'ini', 'agar', 'pengusaha', 'kecil', 'naik', 'kelas']",2024/01/12,netral
"Bos BRI: Pernyataan ""BUMN Tidak Harus Untung"" Berbahaya","bos BRI : pernyataan "" BUMN tidak harus untung "" berbahaya","['bos', 'bri', ':', 'pernyataan', '""', 'bumn', 'tidak', 'harus', 'untung', '""', 'berbahaya']",2024/01/12,netral
"Mau IPO, Topindo Solusi Komunika Patok Harga IPO Rp 115-125/Saham","mau IPO , topindo solusi komunika patok harga IPO rp 115-125saham","['mau', 'ip', '##o', ',', 'topi', '##nd', '##o', 'solusi', 'komun', '##ika', 'pat', '##ok', 'harga', 'ip', '##o', 'rp', '115', '-', '125', '##saham']",2024/01/12,positif
"ADRO Tebar Dividen, Boy Thohir Hingga TP Rachmat Dapat Segini","ADRO tebar dividen , boy thohir hingga TP rachmat dapat segini","['adr', '##o', 'teb', '##ar', 'dividen', ',', 'boy', 'tho', '##hir', 'hingga', 'tp', 'rach', '##mat', 'dapat', 'segi', '##ni']",2024/01/12,positif
"IHSG Happy Weekend, Duet BMRI dan BBRI Jadi Penopang Utama","IHSG happy weekend , duet BMRI dan BBRI jadi penopang utama","['ihsg', 'happy', 'weekend', ',', 'duet', 'bm', '##ri', 'dan', 'bb', '##ri', 'jadi', 'pen', '##opang', 'utama']",2024/01/12,positif
"Limit Rp 20 Juta, Ini Cara Daftar & Pakai BCA Paylater","limit rp 20 juta , ini cara daftar pakai BCA paylater","['limit', 'rp', '20', 'juta', ',', 'ini', 'cara', 'daftar', 'pakai', 'bca', 'pay', '##late', '##r']",2024/01/12,netral
"Cuan! Harga Emas Sepekan Melejit, Jadi Rp 1,131 Juta per Gram","cuan ! harga emas sepekan melejit , jadi rp 1.131 juta per gram","['cu', '##an', '!', 'harga', 'emas', 'sepekan', 'melej', '##it', ',', 'jadi', 'rp', '1', '.', '131', 'juta', 'per', 'gram']",2024/01/13,positif
"Buat Intip-Intip, Ini Saham Paling Cuan dan Boncos Sepekan","buat intip-intip , ini saham paling cuan dan boncos sepekan","['buat', 'intip', '-', 'intip', ',', 'ini', 'saham', 'paling', 'cu', '##an', 'dan', 'bon', '##co', '##s', 'sepekan']",2024/01/13,netral
"Rupiah Terdepresiasi Minggu Ini, Dolar Jadi Rp15.545","rupiah terdepresiasi minggu ini , dolar jadi rp 15.545","['rupiah', 'terd', '##epr', '##esia', '##si', 'minggu', 'ini', ',', 'dolar', 'jadi', 'rp', '15', '.', '54', '##5']",2024/01/13,negatif
"Tren IHSG Sepekan Melemah, Meski 'Hijau' di Akhir Minggu","tren IHSG sepekan melemah , meski hijau di akhir minggu","['tren', 'ihsg', 'sepekan', 'melemah', ',', 'meski', 'hijau', 'di', 'akhir', 'minggu']",2024/01/13,negatif
"Perkenalkan BCA Paylater Limit Rp20 Juta, Ini Cara Daftarnya","perkenalkan BCA paylater limit rp 20 juta , ini cara daftarnya","['perkenalkan', 'bca', 'pay', '##late', '##r', 'limit', 'rp', '20', 'juta', ',', 'ini', 'cara', 'daftar', '##nya']",2024/01/13,netral
"Profil William Li, Founder Akulaku yang Paylaternya Disetop OJK","profil william li , founder akulaku yang paylaternya disetop OJK","['profil', 'william', 'li', ',', 'found', '##er', 'aku', '##lak', '##u', 'yang', 'pay', '##late', '##rn', '##ya', 'diset', '##op', 'ojk']",2024/01/13,netral
"Citigroup Bakal PHK 20.000 Karyawan, Ada Apa?","citigroup bakal PHK 20.000 karyawan , ada apa ?","['cit', '##ig', '##ro', '##up', 'bakal', 'phk', '20', '.', '000', 'karyawan', ',', 'ada', 'apa', '?']",2024/01/13,negatif
"Petaka Meikarta, Dulu 'Naik Daun' Kini Sepi Bak 'Kuburan'","petaka meikarta , dulu naik daun kini sepi bak kuburan","['petak', '##a', 'mei', '##kar', '##ta', ',', 'dulu', 'naik', 'daun', 'kini', 'sepi', 'bak', 'kuburan']",2024/01/13,negatif
"Awali Tahun dengan Gemilang, Saham BBRI Sentuh All Time High","awali tahun dengan gemilang , saham BBRI sentuh all time high","['awali', 'tahun', 'dengan', 'gemilang', ',', 'saham', 'bb', '##ri', 'sentuh', 'all', 'time', 'high']",2024/01/13,positif
"Robert Kiyosaki Ramal AS Jadi Negara Termiskin Dunia, Kok Bisa?","robert kiyosaki ramal AS jadi negara termiskin dunia , kok bisa ?","['robert', 'ki', '##yos', '##aki', 'rama', '##l', 'as', 'jadi', 'negara', 'term', '##iskin', 'dunia', ',', 'kok', 'bisa', '?']",2024/01/14,netral
Kisah Keruntuhan Dinasti Bisnis Salim Setelah 3 Dekade Berjaya,kisah keruntuhan dinasti bisnis salim setelah 3 dekade berjaya,"['kisah', 'ker', '##untuhan', 'dinasti', 'bisnis', 'salim', 'setelah', '3', 'dekade', 'berjaya']",2024/01/14,netral
Penjelasan Ilmiah Tuyul Tak Curi Uang di Bank,penjelasan ilmiah tuyul tak curi uang di bank,"['penjelasan', 'ilmiah', 'tu', '##yul', 'tak', 'curi', 'uang', 'di', 'bank']",2024/01/14,netral
"Terungkap, Orang Terkaya Israel Mesin Uangnya Populer di RI","terungkap , orang terkaya israel mesin uangnya populer di RI","['terungkap', ',', 'orang', 'terkaya', 'israel', 'mesin', 'uangnya', 'populer', 'di', 'ri']",2024/01/14,netral
"RI Ramai-Ramai Ditinggal Bank Asing, Cek Daftar Terbaru","RI ramai-ramai ditinggal bank asing , cek daftar terbaru","['ri', 'ramai', '-', 'ramai', 'ditinggal', 'bank', 'asing', ',', 'cek', 'daftar', 'terbaru']",2024/01/14,negatif
"Jokowi Mau Lepas Jabatan, Segini Gaji & Uang Pensiunnya","jokowi mau lepas jabatan , segini gaji uang pensiunnya","['jokowi', 'mau', 'lepas', 'jabatan', ',', 'segi', '##ni', 'gaji', 'uang', 'pensiun', '##nya']",2024/01/14,netral
Kisah Raja Rokok RI Ganti Nama Perusahaan Gegara Mimpi,kisah raja rokok RI ganti nama perusahaan gegara mimpi,"['kisah', 'raja', 'rokok', 'ri', 'ganti', 'nama', 'perusahaan', 'geg', '##ara', 'mimpi']",2024/01/14,netral
Duh! Banyak Warga RI Pakai Paylater Tidak Mau Bayar,duh ! banyak warga RI pakai paylater tidak mau bayar,"['duh', '!', 'banyak', 'warga', 'ri', 'pakai', 'pay', '##late', '##r', 'tidak', 'mau', 'bayar']",2024/01/15,negatif
Antam Tidak Bisa Diminta Tanggung Jawab di Sengketa Emas Budi Said,antam tidak bisa diminta tanggung jawab di sengketa emas budi said,"['antam', 'tidak', 'bisa', 'diminta', 'tanggung', 'jawab', 'di', 'sengketa', 'emas', 'budi', 'said']",2024/01/15,netral
Ada Prabowo di Acara Perayaan Natal Kementerian BUMN,ada prabowo di acara perayaan natal kementerian BUMN,"['ada', 'prabowo', 'di', 'acara', 'perayaan', 'natal', 'kementerian', 'bumn']",2024/01/15,netral
"Tak Jadi Mundur dari Gubernur Jatim, Segini Gaji & Tunjangan Khofifah","tak jadi mundur dari gubernur jatim , segini gaji tunjangan khofifah","['tak', 'jadi', 'mundur', 'dari', 'gubernur', 'jatim', ',', 'segi', '##ni', 'gaji', 'tunjangan', 'kho', '##fi', '##fah']",2024/01/15,netral
"IHSG Ditutup Loyo, Emiten Prajogo Pangestu Jadi Biang Kerok","IHSG ditutup loyo , emiten prajogo pangestu jadi biang kerok","['ihsg', 'ditutup', 'loy', '##o', ',', 'emiten', 'pra', '##jog', '##o', 'pang', '##est', '##u', 'jadi', 'biang', 'ker', '##ok']",2024/01/15,negatif
"BI Kabarkan Utang RI Tembus US$400 miliar, Rupiah Turun Tipis","BI kabarkan utang RI tembus US 400 miliar , rupiah turun tipis","['bi', 'kabar', '##kan', 'utang', 'ri', 'tembus', 'us', '400', 'miliar', ',', 'rupiah', 'turun', 'tipis']",2024/01/15,negatif
"Dukung UMKM, BSI Siap Salurkan KUR Syariah Rp 16 T di 2024","dukung UMKM , BSI siap salurkan KUR syariah rp 16 t di 2024","['dukung', 'umkm', ',', 'bs', '##i', 'siap', 'sal', '##urkan', 'kur', 'syariah', 'rp', '16', 't', 'di', '202', '##4']",2024/01/15,positif
"Berani Resign dari PDIP & Ikut Jokowi, Segini Harta Maruarar Sirait","berani resign dari PDIP ikut jokowi , segini harta maruarar sirait","['berani', 'resi', '##gn', 'dari', 'pdip', 'ikut', 'jokowi', ',', 'segi', '##ni', 'harta', 'mar', '##uara', '##r', 'sir', '##ait']",2024/01/16,netral
"Bukan Sultan Gadungan, Ini 10 Konglomerat Terkaya Timur Tengah","bukan sultan gadungan , ini 10 konglomerat terkaya timur tengah","['bukan', 'sultan', 'gad', '##ungan', ',', 'ini', '10', 'konglom', '##erat', 'terkaya', 'timur', 'tengah']",2024/01/16,netral
Pasar Kripto Kebanjiran Dana Rp18 T Pasca ETF Bitcoin Spot Disetujui,pasar kripto kebanjiran dana rp 18 t pasca ETF bitcoin spot disetujui,"['pasar', 'kri', '##pt', '##o', 'keba', '##n', '##ji', '##ran', 'dana', 'rp', '18', 't', 'pasca', 'et', '##f', 'bitcoin', 'spot', 'disetujui']",2024/01/16,positif
"Konflik Laut Merah Masih Panas, Tapi Minyak Gagal Terbang Gegara Ini","konflik laut merah masih panas , tapi minyak gagal terbang gegara ini","['konflik', 'laut', 'merah', 'masih', 'panas', ',', 'tapi', 'minyak', 'gagal', 'terbang', 'geg', '##ara', 'ini']",2024/01/16,negatif
"Pelaku Pasar Tunggu Hasil Rapat Dewan Gubernur BI, Rupiah Lanjut Turun","pelaku pasar tunggu hasil rapat dewan gubernur BI , rupiah lanjut turun","['pelaku', 'pasar', 'tunggu', 'hasil', 'rapat', 'dewan', 'gubernur', 'bi', ',', 'rupiah', 'lanjut', 'turun']",2024/01/16,negatif
"Alert! Bursa Asia Dibuka Kebakaran, Nikkei Gagal Cetak Rekor Lagi","alert ! bursa asia dibuka kebakaran , nikkei gagal cetak rekor lagi","['al', '##ert', '!', 'bursa', 'asia', 'dibuka', 'kebakaran', ',', 'nik', '##ke', '##i', 'gagal', 'cetak', 'rekor', 'lagi']",2024/01/16,negatif
"Penjualan Ritel AS Naik, Wall Street Dibuka Koreksi!","penjualan ritel AS naik , wall street dibuka koreksi !","['penjualan', 'ritel', 'as', 'naik', ',', 'wall', 'street', 'dibuka', 'koreksi', '!']",2024/01/17,negatif
"Wajib Tahu! Ini Perbedaan Kartu Kredit, Paylater & Pinjol","wajib tahu ! ini perbedaan kartu kredit , paylater pinjol","['wajib', 'tahu', '!', 'ini', 'perbedaan', 'kartu', 'kredit', ',', 'pay', '##late', '##r', 'pinj', '##ol']",2024/01/17,netral
"Kaya Mendadak, 4 Bos Medco (MEDC) Dapat Jutaan Saham Gratis","kaya mendadak , 4 bos medco ( MEDC ) dapat jutaan saham gratis","['kaya', 'mendadak', ',', '4', 'bos', 'med', '##co', '(', 'med', '##c', ')', 'dapat', 'jutaan', 'saham', 'gratis']",2024/01/17,netral
BRI Finance Salurkan Pembiayaan Rp 6 Triliun Sepanjang 2023,BRI finance salurkan pembiayaan rp 6 triliun sepanjang 2023,"['bri', 'finance', 'sal', '##urkan', 'pembiayaan', 'rp', '6', 'triliun', 'sepanjang', '202', '##3']",2024/01/17,positif
BI Siapkan Rp 260 T Jelang Pemilu & Lebaran 2024,BI siapkan rp 260 t jelang pemilu lebaran 2024,"['bi', 'siapkan', 'rp', '260', 't', 'jelang', 'pemilu', 'lebaran', '202', '##4']",2024/01/17,netral
Simak! Keputusan Lengkap BI Tahan Suku Bunga Acuan 6%,simak ! keputusan lengkap BI tahan suku bunga acuan 6%,"['simak', '!', 'keputusan', 'lengkap', 'bi', 'tahan', 'suku', 'bunga', 'acuan', '6', '%']",2024/01/17,netral
Target BI: Kredit Tumbuh 10%-12% Tahun Ini,target BI : kredit tumbuh 10%-12% tahun ini,"['target', 'bi', ':', 'kredit', 'tumbuh', '10', '%', '-', '12', '%', 'tahun', 'ini']",2024/01/17,positif
"OJK Terbitkan Aturan Main Modal Ventura, Ini Isinya","OJK terbitkan aturan main modal ventura , ini isinya","['ojk', 'terbit', '##kan', 'aturan', 'main', 'modal', 'ventura', ',', 'ini', 'isinya']",2024/01/17,netral
"Rombak Manajemen, 360Kredi Tunjuk Eks Bos AFPI Kuseryansyah Jadi Dirut","rombak manajemen , 360kredi tunjuk eks bos AFPI kuseryansyah jadi dirut","['rom', '##bak', 'manajemen', ',', '360', '##kre', '##di', 'tunjuk', 'eks', 'bos', 'af', '##pi', 'kus', '##ery', '##ansyah', 'jadi', 'dirut']",2024/01/17,netral
"Saham Apple dan Nvidia Menguat, Nasdaq dan S&P Dibuka Hijau","saham apple dan nvidia menguat , nasdaq dan SP dibuka hijau","['saham', 'apple', 'dan', 'nv', '##idia', 'menguat', ',', 'nas', '##da', '##q', 'dan', 'sp', 'dibuka', 'hijau']",2024/01/18,positif
"LSI Denny JA: Prabowo-Gibran 46,6%, Ganjar-Mahfud 24,8%, AMIN 22,8%","LSI denny JA : prabowo-gibran 46.6% , ganjar-mahfud 24.8% , AMIN 22.8%","['ls', '##i', 'denny', 'ja', ':', 'prabowo', '-', 'gib', '##ran', '46', '.', '6', '%', ',', 'ganja', '##r', '-', 'mahfud', '24', '.', '8', '%', ',', 'amin', '22', '.', '8', '%']",2024/01/18,netral
"Penjelasan Lengkap Kejagung Soal Penipuan Emas Antam Rp1,1 T Budi Said",penjelasan lengkap kejagung soal penipuan emas antam rp 1.1 t budi said,"['penjelasan', 'lengkap', 'kej', '##agung', 'soal', 'penipuan', 'emas', 'antam', 'rp', '1', '.', '1', 't', 'budi', 'said']",2024/01/18,negatif
"Ada Potensi Kerugian Negara Lebih Besar, Antam Diminta Ajukan PK 2","ada potensi kerugian negara lebih besar , antam diminta ajukan PK 2","['ada', 'potensi', 'kerugian', 'negara', 'lebih', 'besar', ',', 'antam', 'diminta', 'ajukan', 'pk', '2']",2024/01/18,negatif
"Viral, Modal Rp200 Ribu, Penjual Jamu Ini Kini Omsetnya 100 Kali Lipat","viral , modal rp 200 ribu , penjual jamu ini kini omsetnya 100 kali lipat","['viral', ',', 'modal', 'rp', '200', 'ribu', ',', 'penjual', 'jamu', 'ini', 'kini', 'omset', '##nya', '100', 'kali', 'lipat']",2024/01/18,netral
"Kejagung Geledah Rumah Budi Said di Surabaya, Temukan Logam Mulia","kejagung geledah rumah budi said di surabaya , temukan logam mulia","['kej', '##agung', 'gel', '##edah', 'rumah', 'budi', 'said', 'di', 'surabaya', ',', 'temukan', 'logam', 'mulia']",2024/01/18,negatif
"Pemufakatan Jahat Budi Said di Penipuan Emas Antam Rp1,1 T Terbongkar",pemufakatan jahat budi said di penipuan emas antam rp 1.1 t terbongkar,"['pemu', '##fak', '##atan', 'jahat', 'budi', 'said', 'di', 'penipuan', 'emas', 'antam', 'rp', '1', '.', '1', 't', 'terb', '##ongkar']",2024/01/18,negatif
"Pengertian Saham Gorengan, Ciri-Ciri, dan Cara Menyikapinya","pengertian saham gorengan , ciri-ciri , dan cara menyikapinya","['pengertian', 'saham', 'gorengan', ',', 'ciri', '-', 'ciri', ',', 'dan', 'cara', 'menyikapi', '##nya']",2024/01/18,netral
"Breaking: Budi Said Tersangka Penipuan Emas Antam, Ditahan Kejagung","breaking : budi said tersangka penipuan emas antam , ditahan kejagung","['break', '##ing', ':', 'budi', 'said', 'tersangka', 'penipuan', 'emas', 'antam', ',', 'ditahan', 'kej', '##agung']",2024/01/18,negatif
"Keperkasaan Dolar Melandai, Bursa Wall Street Dibuka Hijau!","keperkasaan dolar melandai , bursa wall street dibuka hijau !","['keper', '##kas', '##aan', 'dolar', 'melanda', '##i', ',', 'bursa', 'wall', 'street', 'dibuka', 'hijau', '!']",2024/01/19,positif
"Ini 10 Pekerjaan dengan Gaji Tertinggi di 2023, Ada Punyamu?","ini 10 pekerjaan dengan gaji tertinggi di 2023 , ada punyamu ?","['ini', '10', 'pekerjaan', 'dengan', 'gaji', 'tertinggi', 'di', '202', '##3', ',', 'ada', 'punya', '##mu', '?']",2024/01/19,netral
"Batu Bara 'Bakal' Hilang, Energi Ini Bisa Bikin RI Jadi Raja","batu bara bakal hilang , energi ini bisa bikin RI jadi raja","['batu', 'bara', 'bakal', 'hilang', ',', 'energi', 'ini', 'bisa', 'bikin', 'ri', 'jadi', 'raja']",2024/01/19,netral
"Perkuat Pengawasan Pasar Modal, OJK Terbitkan 2 Aturan Baru","perkuat pengawasan pasar modal , OJK terbitkan 2 aturan baru","['perku', '##at', 'pengawasan', 'pasar', 'modal', ',', 'ojk', 'terbit', '##kan', '2', 'aturan', 'baru']",2024/01/19,positif
"IHSG Ditutup Turun 0,35% Diseret Emiten Prajogo Pangestu",IHSG ditutup turun 0.35% diseret emiten prajogo pangestu,"['ihsg', 'ditutup', 'turun', '0', '.', '35', '%', 'diser', '##et', 'emiten', 'pra', '##jog', '##o', 'pang', '##est', '##u']",2024/01/19,negatif
"Asuransi Amanah Githa Ganti Nama, Jadi Diakuisisi Kitabisa?","asuransi amanah githa ganti nama , jadi diakuisisi kitabisa ?","['asuransi', 'amanah', 'gi', '##tha', 'ganti', 'nama', ',', 'jadi', 'diakui', '##sis', '##i', 'kitab', '##isa', '?']",2024/01/19,netral
2 Hari Beruntun Rupiah Naik Gegara Optimisme Pemangkasan Suku Bunga,2 hari beruntun rupiah naik gegara optimisme pemangkasan suku bunga,"['2', 'hari', 'beruntun', 'rupiah', 'naik', 'geg', '##ara', 'optimisme', 'peman', '##g', '##kas', '##an', 'suku', 'bunga']",2024/01/19,positif
"Kinerja Moncer, UNTD Tawarkan Harga Saham Rp 170 - Rp 240","kinerja moncer , UNTD tawarkan harga saham rp 170 - rp 240","['kinerja', 'mon', '##cer', ',', 'unt', '##d', 'tawarkan', 'harga', 'saham', 'rp', '170', '-', 'rp', '240']",2024/01/19,positif
"Pasar Saham AS Cetak Rekor, Bye Suku Bunga Tinggi & Ekonomi Pandemi","pasar saham AS cetak rekor , bye suku bunga tinggi ekonomi pandemi","['pasar', 'saham', 'as', 'cetak', 'rekor', ',', 'bye', 'suku', 'bunga', 'tinggi', 'ekonomi', 'pand', '##emi']",2024/01/20,positif
"Kompak Hengkang dari PDIP, Segini Harta Maruarar & Budiman","kompak hengkang dari PDIP , segini harta maruarar budiman","['kompak', 'hengkang', 'dari', 'pdip', ',', 'segi', '##ni', 'harta', 'mar', '##uara', '##r', 'budiman']",2024/01/20,netral
"Masa Kerja Tinggal 9 Bulan, Jokowi Akan Terima Uang Pensiun Segini","masa kerja tinggal 9 bulan , jokowi akan terima uang pensiun segini","['masa', 'kerja', 'tinggal', '9', 'bulan', ',', 'jokowi', 'akan', 'terima', 'uang', 'pensiun', 'segi', '##ni']",2024/01/20,netral
"Kasus Budi Said, Kejagung: Ada Konspirasi Jahat Pembelian Emas Antam","kasus budi said , kejagung : ada konspirasi jahat pembelian emas antam","['kasus', 'budi', 'said', ',', 'kej', '##agung', ':', 'ada', 'konspirasi', 'jahat', 'pembelian', 'emas', 'antam']",2024/01/20,negatif
"Pernah Makan Korban, Ini Arti Saham Gorengan dan Ciri-cirinya","pernah makan korban , ini arti saham gorengan dan ciri-cirinya","['pernah', 'makan', 'korban', ',', 'ini', 'arti', 'saham', 'gorengan', 'dan', 'ciri', '-', 'ciri', '##nya']",2024/01/20,netral
"Kena Pajak 40%, Ini Dia Daftar Artis Pemilik Bisnis Karaoke","kena pajak 40% , ini dia daftar artis pemilik bisnis karaoke","['kena', 'pajak', '40', '%', ',', 'ini', 'dia', 'daftar', 'artis', 'pemilik', 'bisnis', 'karaoke']",2024/01/20,netral
"Cuma Kerja 5 Tahun, Anggota DPR Dapat Uang Pensiun Segini..","cuma kerja 5 tahun , anggota DPR dapat uang pensiun segini . .","['cuma', 'kerja', '5', 'tahun', ',', 'anggota', 'dpr', 'dapat', 'uang', 'pensiun', 'segi', '##ni', '.', '.']",2024/01/21,netral
"Titiek Soeharto Mantan Istri Prabowo, Punya Harta Setengah Triliun!","titiek soeharto mantan istri prabowo , punya harta setengah triliun !","['titi', '##ek', 'soeharto', 'mantan', 'istri', 'prabowo', ',', 'punya', 'harta', 'setengah', 'triliun', '!']",2024/01/21,netral
Top Gainers Pekan Lalu Banyak Saham Konglomerat RI,top gainers pekan lalu banyak saham konglomerat RI,"['top', 'gain', '##ers', 'pekan', 'lalu', 'banyak', 'saham', 'konglom', '##erat', 'ri']",2024/01/21,netral
"Sempat Terbang, Rupiah Sepekan Akhirnya Cuma Menguat Tipis","sempat terbang , rupiah sepekan akhirnya cuma menguat tipis","['sempat', 'terbang', ',', 'rupiah', 'sepekan', 'akhirnya', 'cuma', 'menguat', 'tipis']",2024/01/21,positif
IHSG Sepekan Keok Diombang-ambing Emiten Orang Terkaya RI,IHSG sepekan keok diombang-ambing emiten orang terkaya RI,"['ihsg', 'sepekan', 'ke', '##ok', 'di', '##ombang', '-', 'amb', '##ing', 'emiten', 'orang', 'terkaya', 'ri']",2024/01/21,negatif
"Saat Raja Ritel RI ""Menyerah"" Kepada Keluarga Riady","saat raja ritel RI "" menyerah "" kepada keluarga riady","['saat', 'raja', 'ritel', 'ri', '""', 'menyerah', '""', 'kepada', 'keluarga', 'ria', '##dy']",2024/01/21,netral
